# {"problem_type":"classification" }
"left daughter","right daughter","split var","split point","status","prediction","tree_idx","node_idx"
8,9,"Petal.Length",5,1,NA,4,5
0,0,NA,0,-1,"versicolor",4,6
0,0,NA,0,-1,"virginica",4,7
10,11,"Petal.Width",1.7000000000000002,1,NA,4,8
0,0,NA,0,-1,"virginica",4,9
0,0,NA,0,-1,"versicolor",4,10
0,0,NA,0,-1,"virginica",4,11
2,3,"Petal.Width",0.75,1,NA,5,1
0,0,NA,0,-1,"setosa",5,2
4,5,"Petal.Width",1.7000000000000002,1,NA,5,3
6,7,"Petal.Length",4.95,1,NA,5,4
8,9,"Sepal.Length",5.95,1,NA,5,5
0,0,NA,0,-1,"versicolor",5,6
10,11,"Sepal.Length",6.05,1,NA,5,7
12,13,"Sepal.Width",3.1,1,NA,5,8
0,0,NA,0,-1,"virginica",5,9
14,15,"Sepal.Width",2.45,1,NA,5,10
0,0,NA,0,-1,"virginica",5,11
0,0,NA,0,-1,"virginica",5,12
0,0,NA,0,-1,"versicolor",5,13
0,0,NA,0,-1,"virginica",5,14
0,0,NA,0,-1,"versicolor",5,15
2,3,"Petal.Length",2.5999999999999996,1,NA,6,1
0,0,NA,0,-1,"setosa",6,2
4,5,"Petal.Width",1.75,1,NA,6,3
6,7,"Sepal.Length",7.1,1,NA,6,4
0,0,NA,0,-1,"virginica",6,5
8,9,"Petal.Length",5.35,1,NA,6,6
0,0,NA,0,-1,"virginica",6,7
0,0,NA,0,-1,"versicolor",6,8
0,0,NA,0,-1,"virginica",6,9
2,3,"Petal.Length",2.45,1,NA,7,1
0,0,NA,0,-1,"setosa",7,2
4,5,"Petal.Length",4.95,1,NA,7,3
6,7,"Petal.Width",1.7000000000000002,1,NA,7,4
8,9,"Petal.Width",1.7000000000000002,1,NA,7,5
0,0,NA,0,-1,"versicolor",7,6
10,11,"Sepal.Length",5.95,1,NA,7,7
12,13,"Sepal.Width",2.85,1,NA,7,8
0,0,NA,0,-1,"virginica",7,9
0,0,NA,0,-1,"versicolor",7,10
0,0,NA,0,-1,"virginica",7,11
14,15,"Petal.Length",5.05,1,NA,7,12
0,0,NA,0,-1,"virginica",7,13
0,0,NA,0,-1,"virginica",7,14
0,0,NA,0,-1,"versicolor",7,15
2,3,"Petal.Length",2.5999999999999996,1,NA,8,1
0,0,NA,0,-1,"setosa",8,2
4,5,"Sepal.Length",5.75,1,NA,8,3
6,7,"Petal.Length",4.550000000000001,1,NA,8,4
8,9,"Petal.Width",1.7000000000000002,1,NA,8,5
0,0,NA,0,-1,"versicolor",8,6
0,0,NA,0,-1,"virginica",8,7
10,11,"Sepal.Length",7.1,1,NA,8,8
0,0,NA,0,-1,"virginica",8,9
12,13,"Sepal.Width",2.8499999999999996,1,NA,8,10
0,0,NA,0,-1,"virginica",8,11
14,15,"Sepal.Width",2.55,1,NA,8,12
0,0,NA,0,-1,"versicolor",8,13
0,0,NA,0,-1,"versicolor",8,14
16,17,"Petal.Length",4.949999999999999,1,NA,8,15
0,0,NA,0,-1,"versicolor",8,16
0,0,NA,0,-1,"virginica",8,17
2,3,"Petal.Width",0.8,1,NA,9,1
0,0,NA,0,-1,"setosa",9,2
4,5,"Petal.Length",4.85,1,NA,9,3
6,7,"Petal.Width",1.65,1,NA,9,4
8,9,"Petal.Width",1.75,1,NA,9,5
0,0,NA,0,-1,"versicolor",9,6
0,0,NA,0,-1,"virginica",9,7
10,11,"Petal.Length",4.95,1,NA,9,8
0,0,NA,0,-1,"virginica",9,9
0,0,NA,0,-1,"versicolor",9,10
12,13,"Sepal.Width",2.45,1,NA,9,11
0,0,NA,0,-1,"virginica",9,12
14,15,"Petal.Length",5.449999999999999,1,NA,9,13
16,17,"Sepal.Length",6.15,1,NA,9,14
0,0,NA,0,-1,"virginica",9,15
0,0,NA,0,-1,"versicolor",9,16
18,19,"Petal.Width",1.6,1,NA,9,17
0,0,NA,0,-1,"virginica",9,18
0,0,NA,0,-1,"versicolor",9,19
2,3,"Sepal.Length",5.45,1,NA,10,1
4,5,"Petal.Width",0.75,1,NA,10,2
6,7,"Petal.Length",5.05,1,NA,10,3
0,0,NA,0,-1,"setosa",10,4
8,9,"Sepal.Length",4.95,1,NA,10,5
10,11,"Petal.Length",2.6,1,NA,10,6
0,0,NA,0,-1,"virginica",10,7
12,13,"Petal.Width",1.35,1,NA,10,8
0,0,NA,0,-1,"versicolor",10,9
0,0,NA,0,-1,"setosa",10,10
14,15,"Petal.Width",1.75,1,NA,10,11
0,0,NA,0,-1,"versicolor",10,12
0,0,NA,0,-1,"virginica",10,13
0,0,NA,0,-1,"versicolor",10,14
0,0,NA,0,-1,"virginica",10,15
2,3,"Petal.Width",0.8,1,NA,11,1
0,0,NA,0,-1,"setosa",11,2
4,5,"Petal.Length",4.75,1,NA,11,3
6,7,"Petal.Width",1.65,1,NA,11,4
8,9,"Petal.Length",4.95,1,NA,11,5
0,0,NA,0,-1,"versicolor",11,6
0,0,NA,0,-1,"virginica",11,7
10,11,"Sepal.Length",6.55,1,NA,11,8
0,0,NA,0,-1,"virginica",11,9
0,0,NA,0,-1,"virginica",11,10
0,0,NA,0,-1,"versicolor",11,11
2,3,"Petal.Width",0.7,1,NA,12,1
0,0,NA,0,-1,"setosa",12,2
4,5,"Petal.Width",1.75,1,NA,12,3
6,7,"Sepal.Length",7.1,1,NA,12,4
0,0,NA,0,-1,"virginica",12,5
8,9,"Sepal.Length",4.95,1,NA,12,6
0,0,NA,0,-1,"virginica",12,7
10,11,"Petal.Length",3.9,1,NA,12,8
12,13,"Petal.Length",5.35,1,NA,12,9
0,0,NA,0,-1,"versicolor",12,10
0,0,NA,0,-1,"virginica",12,11
0,0,NA,0,-1,"versicolor",12,12
0,0,NA,0,-1,"virginica",12,13
2,3,"Petal.Length",2.45,1,NA,13,1
0,0,NA,0,-1,"setosa",13,2
4,5,"Petal.Width",1.75,1,NA,13,3
6,7,"Sepal.Length",6.05,1,NA,13,4
8,9,"Sepal.Length",5.95,1,NA,13,5
0,0,NA,0,-1,"versicolor",13,6
10,11,"Sepal.Length",6.15,1,NA,13,7
12,13,"Sepal.Length",5.85,1,NA,13,8
0,0,NA,0,-1,"virginica",13,9
14,15,"Sepal.Width",2.7,1,NA,13,10
0,0,NA,0,-1,"versicolor",13,11
0,0,NA,0,-1,"virginica",13,12
0,0,NA,0,-1,"versicolor",13,13
0,0,NA,0,-1,"virginica",13,14
0,0,NA,0,-1,"versicolor",13,15
2,3,"Petal.Width",0.8,1,NA,14,1
0,0,NA,0,-1,"setosa",14,2
4,5,"Petal.Width",1.75,1,NA,14,3
6,7,"Petal.Length",4.95,1,NA,14,4
0,0,NA,0,-1,"virginica",14,5
0,0,NA,0,-1,"versicolor",14,6
8,9,"Petal.Width",1.65,1,NA,14,7
0,0,NA,0,-1,"virginica",14,8
0,0,NA,0,-1,"versicolor",14,9
2,3,"Petal.Length",2.45,1,NA,15,1
0,0,NA,0,-1,"setosa",15,2
4,5,"Petal.Length",4.699999999999999,1,NA,15,3
6,7,"Sepal.Length",4.95,1,NA,15,4
8,9,"Petal.Width",1.75,1,NA,15,5
0,0,NA,0,-1,"virginica",15,6
0,0,NA,0,-1,"versicolor",15,7
10,11,"Sepal.Length",6.199999999999999,1,NA,15,8
12,13,"Sepal.Length",5.95,1,NA,15,9
0,0,NA,0,-1,"virginica",15,10
14,15,"Petal.Length",5.05,1,NA,15,11
16,17,"Petal.Length",4.85,1,NA,15,12
0,0,NA,0,-1,"virginica",15,13
0,0,NA,0,-1,"versicolor",15,14
0,0,NA,0,-1,"virginica",15,15
0,0,NA,0,-1,"versicolor",15,16
0,0,NA,0,-1,"virginica",15,17
2,3,"Petal.Width",0.8,1,NA,16,1
0,0,NA,0,-1,"setosa",16,2
4,5,"Sepal.Length",6.25,1,NA,16,3
6,7,"Sepal.Length",5.75,1,NA,16,4
8,9,"Petal.Length",4.85,1,NA,16,5
10,11,"Sepal.Length",5.65,1,NA,16,6
12,13,"Petal.Width",1.7000000000000002,1,NA,16,7
0,0,NA,0,-1,"versicolor",16,8
14,15,"Sepal.Length",6.6,1,NA,16,9
16,17,"Petal.Width",1.6,1,NA,16,10
0,0,NA,0,-1,"versicolor",16,11
18,19,"Petal.Length",4.85,1,NA,16,12
0,0,NA,0,-1,"virginica",16,13
0,0,NA,0,-1,"virginica",16,14
20,21,"Petal.Length",5.1,1,NA,16,15
0,0,NA,0,-1,"versicolor",16,16
0,0,NA,0,-1,"virginica",16,17
0,0,NA,0,-1,"versicolor",16,18
0,0,NA,0,-1,"virginica",16,19
0,0,NA,0,-1,"versicolor",16,20
0,0,NA,0,-1,"virginica",16,21
2,3,"Petal.Length",2.5999999999999996,1,NA,17,1
0,0,NA,0,-1,"setosa",17,2
4,5,"Petal.Length",4.75,1,NA,17,3
6,7,"Sepal.Length",4.95,1,NA,17,4
8,9,"Petal.Length",5.15,1,NA,17,5
10,11,"Petal.Length",3.9,1,NA,17,6
0,0,NA,0,-1,"versicolor",17,7
12,13,"Sepal.Width",2.6,1,NA,17,8
0,0,NA,0,-1,"virginica",17,9
0,0,NA,0,-1,"versicolor",17,10
0,0,NA,0,-1,"virginica",17,11
0,0,NA,0,-1,"virginica",17,12
14,15,"Sepal.Length",6.6,1,NA,17,13
16,17,"Sepal.Length",6.05,1,NA,17,14
0,0,NA,0,-1,"versicolor",17,15
18,19,"Petal.Width",1.9,1,NA,17,16
0,0,NA,0,-1,"virginica",17,17
20,21,"Petal.Length",4.949999999999999,1,NA,17,18
0,0,NA,0,-1,"virginica",17,19
22,23,"Sepal.Length",5.95,1,NA,17,20
0,0,NA,0,-1,"versicolor",17,21
0,0,NA,0,-1,"versicolor",17,22
0,0,NA,0,-1,"virginica",17,23
2,3,"Petal.Length",2.45,1,NA,18,1
0,0,NA,0,-1,"setosa",18,2
4,5,"Petal.Length",4.85,1,NA,18,3
6,7,"Sepal.Length",4.95,1,NA,18,4
8,9,"Petal.Width",1.75,1,NA,18,5
0,0,NA,0,-1,"virginica",18,6
10,11,"Petal.Width",1.7000000000000002,1,NA,18,7
12,13,"Petal.Length",5.4,1,NA,18,8
0,0,NA,0,-1,"virginica",18,9
0,0,NA,0,-1,"versicolor",18,10
14,15,"Sepal.Width",3.1,1,NA,18,11
16,17,"Sepal.Width",2.6,1,NA,18,12
0,0,NA,0,-1,"virginica",18,13
0,0,NA,0,-1,"virginica",18,14
0,0,NA,0,-1,"versicolor",18,15
0,0,NA,0,-1,"virginica",18,16
0,0,NA,0,-1,"versicolor",18,17
2,3,"Petal.Length",2.45,1,NA,19,1
0,0,NA,0,-1,"setosa",19,2
4,5,"Petal.Width",1.75,1,NA,19,3
6,7,"Petal.Length",5.35,1,NA,19,4
8,9,"Petal.Length",4.85,1,NA,19,5
10,11,"Sepal.Width",2.25,1,NA,19,6
0,0,NA,0,-1,"virginica",19,7
12,13,"Sepal.Width",3,1,NA,19,8
0,0,NA,0,-1,"virginica",19,9
14,15,"Petal.Length",4.25,1,NA,19,10
16,17,"Petal.Width",1.65,1,NA,19,11
0,0,NA,0,-1,"virginica",19,12
0,0,NA,0,-1,"versicolor",19,13
0,0,NA,0,-1,"versicolor",19,14
0,0,NA,0,-1,"virginica",19,15
0,0,NA,0,-1,"versicolor",19,16
18,19,"Sepal.Width",2.75,1,NA,19,17
0,0,NA,0,-1,"virginica",19,18
0,0,NA,0,-1,"versicolor",19,19
2,3,"Petal.Width",0.75,1,NA,20,1
0,0,NA,0,-1,"setosa",20,2
4,5,"Petal.Length",4.95,1,NA,20,3
6,7,"Petal.Width",1.65,1,NA,20,4
8,9,"Petal.Width",1.75,1,NA,20,5
0,0,NA,0,-1,"versicolor",20,6
10,11,"Sepal.Width",3.1,1,NA,20,7
0,0,NA,0,-1,"versicolor",20,8
0,0,NA,0,-1,"virginica",20,9
0,0,NA,0,-1,"virginica",20,10
0,0,NA,0,-1,"versicolor",20,11
2,3,"Sepal.Length",5.45,1,NA,21,1
4,5,"Sepal.Width",2.85,1,NA,21,2
6,7,"Petal.Length",4.75,1,NA,21,3
8,9,"Petal.Length",2.15,1,NA,21,4
0,0,NA,0,-1,"setosa",21,5
10,11,"Sepal.Width",3.45,1,NA,21,6
0,0,NA,0,-1,"virginica",21,7
0,0,NA,0,-1,"setosa",21,8
0,0,NA,0,-1,"versicolor",21,9
0,0,NA,0,-1,"versicolor",21,10
0,0,NA,0,-1,"setosa",21,11
2,3,"Sepal.Length",5.45,1,NA,22,1
4,5,"Petal.Length",2.45,1,NA,22,2
6,7,"Petal.Length",4.85,1,NA,22,3
0,0,NA,0,-1,"setosa",22,4
8,9,"Petal.Width",1.6,1,NA,22,5
10,11,"Petal.Width",0.65,1,NA,22,6
12,13,"Sepal.Width",3.05,1,NA,22,7
0,0,NA,0,-1,"versicolor",22,8
0,0,NA,0,-1,"virginica",22,9
0,0,NA,0,-1,"setosa",22,10
0,0,NA,0,-1,"versicolor",22,11
14,15,"Sepal.Length",6.15,1,NA,22,12
16,17,"Sepal.Width",3.1500000000000004,1,NA,22,13
18,19,"Sepal.Length",5.9,1,NA,22,14
0,0,NA,0,-1,"virginica",22,15
20,21,"Petal.Width",1.8,1,NA,22,16
0,0,NA,0,-1,"virginica",22,17
0,0,NA,0,-1,"virginica",22,18
22,23,"Petal.Length",5.05,1,NA,22,19
0,0,NA,0,-1,"versicolor",22,20
0,0,NA,0,-1,"virginica",22,21
0,0,NA,0,-1,"virginica",22,22
0,0,NA,0,-1,"versicolor",22,23
2,3,"Sepal.Length",5.45,1,NA,23,1
4,5,"Petal.Length",2.5999999999999996,1,NA,23,2
6,7,"Petal.Width",1.75,1,NA,23,3
0,0,NA,0,-1,"setosa",23,4
0,0,NA,0,-1,"versicolor",23,5
8,9,"Petal.Length",2.6,1,NA,23,6
0,0,NA,0,-1,"virginica",23,7
0,0,NA,0,-1,"setosa",23,8
10,11,"Petal.Length",5.35,1,NA,23,9
0,0,NA,0,-1,"versicolor",23,10
0,0,NA,0,-1,"virginica",23,11
2,3,"Petal.Width",0.75,1,NA,24,1
0,0,NA,0,-1,"setosa",24,2
4,5,"Petal.Width",1.75,1,NA,24,3
6,7,"Petal.Width",1.65,1,NA,24,4
8,9,"Petal.Length",4.85,1,NA,24,5
10,11,"Petal.Length",5,1,NA,24,6
12,13,"Sepal.Length",5.800000000000001,1,NA,24,7
14,15,"Sepal.Length",6.050000000000001,1,NA,24,8
0,0,NA,0,-1,"virginica",24,9
0,0,NA,0,-1,"versicolor",24,10
16,17,"Sepal.Length",6.15,1,NA,24,11
0,0,NA,0,-1,"virginica",24,12
0,0,NA,0,-1,"versicolor",24,13
0,0,NA,0,-1,"versicolor",24,14
0,0,NA,0,-1,"virginica",24,15
0,0,NA,0,-1,"versicolor",24,16
0,0,NA,0,-1,"virginica",24,17
2,3,"Petal.Length",2.5999999999999996,1,NA,25,1
0,0,NA,0,-1,"setosa",25,2
4,5,"Petal.Width",1.75,1,NA,25,3
6,7,"Petal.Length",5.3,1,NA,25,4
8,9,"Sepal.Length",5.95,1,NA,25,5
10,11,"Sepal.Width",2.55,1,NA,25,6
0,0,NA,0,-1,"virginica",25,7
12,13,"Sepal.Length",5.85,1,NA,25,8
0,0,NA,0,-1,"virginica",25,9
14,15,"Sepal.Length",4.95,1,NA,25,10
0,0,NA,0,-1,"versicolor",25,11
0,0,NA,0,-1,"virginica",25,12
16,17,"Sepal.Width",3.1,1,NA,25,13
0,0,NA,0,-1,"virginica",25,14
18,19,"Petal.Length",4.95,1,NA,25,15
0,0,NA,0,-1,"virginica",25,16
0,0,NA,0,-1,"versicolor",25,17
0,0,NA,0,-1,"versicolor",25,18
0,0,NA,0,-1,"virginica",25,19
2,3,"Petal.Length",2.5999999999999996,1,NA,26,1
0,0,NA,0,-1,"setosa",26,2
4,5,"Petal.Length",4.75,1,NA,26,3
6,7,"Sepal.Width",2.55,1,NA,26,4
0,0,NA,0,-1,"virginica",26,5
8,9,"Petal.Length",4.45,1,NA,26,6
0,0,NA,0,-1,"versicolor",26,7
0,0,NA,0,-1,"versicolor",26,8
0,0,NA,0,-1,"virginica",26,9
2,3,"Petal.Length",2.5999999999999996,1,NA,27,1
0,0,NA,0,-1,"setosa",27,2
4,5,"Petal.Length",4.75,1,NA,27,3
0,0,NA,0,-1,"versicolor",27,4
6,7,"Petal.Length",5.05,1,NA,27,5
8,9,"Petal.Width",1.75,1,NA,27,6
10,11,"Petal.Width",1.7000000000000002,1,NA,27,7
0,0,NA,0,-1,"versicolor",27,8
0,0,NA,0,-1,"virginica",27,9
12,13,"Petal.Width",1.55,1,NA,27,10
0,0,NA,0,-1,"virginica",27,11
0,0,NA,0,-1,"virginica",27,12
0,0,NA,0,-1,"versicolor",27,13
2,3,"Petal.Width",0.8,1,NA,28,1
0,0,NA,0,-1,"setosa",28,2
4,5,"Petal.Length",4.75,1,NA,28,3
6,7,"Sepal.Length",4.95,1,NA,28,4
8,9,"Petal.Width",1.55,1,NA,28,5
10,11,"Petal.Width",1.35,1,NA,28,6
0,0,NA,0,-1,"versicolor",28,7
12,13,"Petal.Length",4.95,1,NA,28,8
0,0,NA,0,-1,"virginica",28,9
0,0,NA,0,-1,"versicolor",28,10
0,0,NA,0,-1,"virginica",28,11
0,0,NA,0,-1,"versicolor",28,12
0,0,NA,0,-1,"virginica",28,13
2,3,"Petal.Length",2.5999999999999996,1,NA,29,1
0,0,NA,0,-1,"setosa",29,2
4,5,"Petal.Length",4.75,1,NA,29,3
6,7,"Sepal.Length",4.95,1,NA,29,4
8,9,"Petal.Width",1.75,1,NA,29,5
0,0,NA,0,-1,"virginica",29,6
0,0,NA,0,-1,"versicolor",29,7
10,11,"Sepal.Width",2.6500000000000004,1,NA,29,8
12,13,"Petal.Length",4.85,1,NA,29,9
0,0,NA,0,-1,"virginica",29,10
14,15,"Sepal.Length",6.95,1,NA,29,11
0,0,NA,0,-1,"virginica",29,12
0,0,NA,0,-1,"virginica",29,13
0,0,NA,0,-1,"versicolor",29,14
0,0,NA,0,-1,"virginica",29,15
2,3,"Petal.Width",0.75,1,NA,30,1
0,0,NA,0,-1,"setosa",30,2
4,5,"Petal.Width",1.65,1,NA,30,3
6,7,"Petal.Length",5.15,1,NA,30,4
8,9,"Sepal.Length",6,1,NA,30,5
0,0,NA,0,-1,"versicolor",30,6
0,0,NA,0,-1,"virginica",30,7
10,11,"Sepal.Length",5.85,1,NA,30,8
0,0,NA,0,-1,"virginica",30,9
0,0,NA,0,-1,"virginica",30,10
0,0,NA,0,-1,"versicolor",30,11
2,3,"Sepal.Length",5.45,1,NA,31,1
4,5,"Petal.Width",0.7,1,NA,31,2
6,7,"Petal.Width",1.75,1,NA,31,3
0,0,NA,0,-1,"setosa",31,4
0,0,NA,0,-1,"versicolor",31,5
8,9,"Petal.Width",0.65,1,NA,31,6
10,11,"Petal.Length",4.85,1,NA,31,7
0,0,NA,0,-1,"setosa",31,8
12,13,"Petal.Length",4.95,1,NA,31,9
14,15,"Sepal.Width",3,1,NA,31,10
0,0,NA,0,-1,"virginica",31,11
0,0,NA,0,-1,"versicolor",31,12
16,17,"Sepal.Width",2.6500000000000004,1,NA,31,13
0,0,NA,0,-1,"virginica",31,14
0,0,NA,0,-1,"versicolor",31,15
0,0,NA,0,-1,"virginica",31,16
18,19,"Sepal.Length",6.95,1,NA,31,17
0,0,NA,0,-1,"versicolor",31,18
0,0,NA,0,-1,"virginica",31,19
2,3,"Petal.Length",2.45,1,NA,32,1
0,0,NA,0,-1,"setosa",32,2
4,5,"Petal.Width",1.75,1,NA,32,3
6,7,"Petal.Length",5.35,1,NA,32,4
8,9,"Sepal.Length",5.95,1,NA,32,5
10,11,"Petal.Length",4.95,1,NA,32,6
0,0,NA,0,-1,"virginica",32,7
12,13,"Petal.Length",4.9,1,NA,32,8
0,0,NA,0,-1,"virginica",32,9
0,0,NA,0,-1,"versicolor",32,10
14,15,"Petal.Width",1.55,1,NA,32,11
0,0,NA,0,-1,"versicolor",32,12
0,0,NA,0,-1,"virginica",32,13
0,0,NA,0,-1,"virginica",32,14
0,0,NA,0,-1,"versicolor",32,15
2,3,"Petal.Length",2.5999999999999996,1,NA,33,1
0,0,NA,0,-1,"setosa",33,2
4,5,"Petal.Width",1.65,1,NA,33,3
6,7,"Petal.Length",4.95,1,NA,33,4
8,9,"Petal.Length",4.9,1,NA,33,5
0,0,NA,0,-1,"versicolor",33,6
0,0,NA,0,-1,"virginica",33,7
10,11,"Sepal.Length",6.050000000000001,1,NA,33,8
0,0,NA,0,-1,"virginica",33,9
12,13,"Petal.Length",4.65,1,NA,33,10
0,0,NA,0,-1,"virginica",33,11
0,0,NA,0,-1,"virginica",33,12
0,0,NA,0,-1,"versicolor",33,13
2,3,"Petal.Length",2.45,1,NA,34,1
0,0,NA,0,-1,"setosa",34,2
4,5,"Petal.Width",1.75,1,NA,34,3
6,7,"Sepal.Width",2.8499999999999996,1,NA,34,4
8,9,"Sepal.Length",5.95,1,NA,34,5
10,11,"Petal.Length",4.9,1,NA,34,6
0,0,NA,0,-1,"versicolor",34,7
12,13,"Petal.Width",1.85,1,NA,34,8
0,0,NA,0,-1,"virginica",34,9
0,0,NA,0,-1,"versicolor",34,10
14,15,"Petal.Width",1.55,1,NA,34,11
0,0,NA,0,-1,"versicolor",34,12
0,0,NA,0,-1,"virginica",34,13
0,0,NA,0,-1,"virginica",34,14
0,0,NA,0,-1,"versicolor",34,15
2,3,"Petal.Width",0.8,1,NA,35,1
0,0,NA,0,-1,"setosa",35,2
4,5,"Petal.Length",4.75,1,NA,35,3
0,0,NA,0,-1,"versicolor",35,4
6,7,"Petal.Width",1.75,1,NA,35,5
8,9,"Petal.Length",5.3,1,NA,35,6
10,11,"Sepal.Length",5.95,1,NA,35,7
12,13,"Sepal.Width",2.35,1,NA,35,8
0,0,NA,0,-1,"virginica",35,9
14,15,"Petal.Length",4.9,1,NA,35,10
0,0,NA,0,-1,"virginica",35,11
0,0,NA,0,-1,"virginica",35,12
0,0,NA,0,-1,"versicolor",35,13
0,0,NA,0,-1,"versicolor",35,14
0,0,NA,0,-1,"virginica",35,15
2,3,"Petal.Length",2.45,1,NA,36,1
0,0,NA,0,-1,"setosa",36,2
4,5,"Petal.Width",1.75,1,NA,36,3
6,7,"Petal.Length",5.4,1,NA,36,4
8,9,"Sepal.Length",5.95,1,NA,36,5
10,11,"Petal.Length",4.9,1,NA,36,6
0,0,NA,0,-1,"virginica",36,7
12,13,"Petal.Length",4.85,1,NA,36,8
0,0,NA,0,-1,"virginica",36,9
0,0,NA,0,-1,"versicolor",36,10
14,15,"Petal.Width",1.6,1,NA,36,11
0,0,NA,0,-1,"versicolor",36,12
0,0,NA,0,-1,"virginica",36,13
0,0,NA,0,-1,"virginica",36,14
0,0,NA,0,-1,"versicolor",36,15
2,3,"Petal.Length",2.45,1,NA,37,1
0,0,NA,0,-1,"setosa",37,2
4,5,"Petal.Length",4.85,1,NA,37,3
6,7,"Petal.Length",4.75,1,NA,37,4
8,9,"Petal.Length",4.95,1,NA,37,5
0,0,NA,0,-1,"versicolor",37,6
10,11,"Sepal.Length",6.5,1,NA,37,7
12,13,"Petal.Width",1.65,1,NA,37,8
0,0,NA,0,-1,"virginica",37,9
14,15,"Sepal.Width",3,1,NA,37,10
0,0,NA,0,-1,"versicolor",37,11
0,0,NA,0,-1,"versicolor",37,12
0,0,NA,0,-1,"virginica",37,13
0,0,NA,0,-1,"virginica",37,14
0,0,NA,0,-1,"versicolor",37,15
2,3,"Petal.Length",2.5,1,NA,38,1
0,0,NA,0,-1,"setosa",38,2
4,5,"Petal.Width",1.75,1,NA,38,3
6,7,"Sepal.Length",4.95,1,NA,38,4
8,9,"Petal.Length",4.85,1,NA,38,5
0,0,NA,0,-1,"virginica",38,6
0,0,NA,0,-1,"versicolor",38,7
10,11,"Sepal.Length",5.95,1,NA,38,8
0,0,NA,0,-1,"virginica",38,9
0,0,NA,0,-1,"versicolor",38,10
0,0,NA,0,-1,"virginica",38,11
2,3,"Petal.Length",2.45,1,NA,39,1
0,0,NA,0,-1,"setosa",39,2
4,5,"Petal.Width",1.75,1,NA,39,3
6,7,"Sepal.Length",4.95,1,NA,39,4
8,9,"Sepal.Length",5.95,1,NA,39,5
10,11,"Petal.Width",1.35,1,NA,39,6
12,13,"Petal.Length",5.3,1,NA,39,7
14,15,"Petal.Length",4.85,1,NA,39,8
0,0,NA,0,-1,"virginica",39,9
0,0,NA,0,-1,"versicolor",39,10
0,0,NA,0,-1,"virginica",39,11
0,0,NA,0,-1,"versicolor",39,12
0,0,NA,0,-1,"virginica",39,13
0,0,NA,0,-1,"versicolor",39,14
0,0,NA,0,-1,"virginica",39,15
2,3,"Petal.Width",0.8,1,NA,40,1
0,0,NA,0,-1,"setosa",40,2
4,5,"Petal.Length",4.95,1,NA,40,3
6,7,"Petal.Width",1.65,1,NA,40,4
0,0,NA,0,-1,"virginica",40,5
0,0,NA,0,-1,"versicolor",40,6
0,0,NA,0,-1,"virginica",40,7
2,3,"Sepal.Length",5.45,1,NA,41,1
4,5,"Petal.Width",0.8,1,NA,41,2
6,7,"Petal.Length",4.800000000000001,1,NA,41,3
0,0,NA,0,-1,"setosa",41,4
0,0,NA,0,-1,"versicolor",41,5
8,9,"Petal.Length",2.55,1,NA,41,6
10,11,"Petal.Width",1.75,1,NA,41,7
0,0,NA,0,-1,"setosa",41,8
0,0,NA,0,-1,"versicolor",41,9
12,13,"Sepal.Width",3.05,1,NA,41,10
0,0,NA,0,-1,"virginica",41,11
14,15,"Petal.Length",5.35,1,NA,41,12
0,0,NA,0,-1,"versicolor",41,13
16,17,"Petal.Length",4.95,1,NA,41,14
